id  label
ENSMUST00000130734.1  NonCoding
ENSMUST00000125657.1  NonCoding
ENSMUST00000063376.3  NonCoding
ENSMUST00000137673.1  NonCoding
ENSMUST00000181696.1  NonCoding
ENSMUST00000181849.1  NonCoding
ENSMUST00000181145.1  NonCoding
ENSMUST00000162315.1  NonCoding
ENSMUST00000180406.1  NonCoding
ENSMUST00000181770.1  NonCoding
ENSMUST00000124246.3  NonCoding
ENSMUST00000165995.1  NonCoding
ENSMUST00000160967.1  NonCoding
ENSMUST00000181266.1  NonCoding
ENSMUST00000180569.1  NonCoding
ENSMUST00000146349.1  NonCoding
ENSMUST00000181825.1  NonCoding
ENSMUST00000141700.1  NonCoding
ENSMUST00000180379.1  NonCoding
ENSMUST00000184991.1  NonCoding
ENSMUST00000181537.1  NonCoding
ENSMUST00000100821.2  NonCoding
ENSMUST00000160188.1  NonCoding
ENSMUST00000156443.1  NonCoding
ENSMUST00000141390.1  NonCoding
ENSMUST00000151979.1  NonCoding
ENSMUST00000100778.3  NonCoding
ENSMUST00000130872.2  NonCoding
ENSMUST00000148318.1  NonCoding
ENSMUST00000145534.1  NonCoding
ENSMUST00000181501.1  NonCoding
ENSMUST00000172483.1  Coding
ENSMUST00000147449.1  NonCoding
ENSMUST00000181644.1  NonCoding
ENSMUST00000180801.1  NonCoding
ENSMUST00000146232.1  Coding
ENSMUST00000133179.2  NonCoding
ENSMUST00000151344.1  NonCoding
ENSMUST00000127010.1  NonCoding
ENSMUST00000146269.1  Coding
ENSMUST00000126294.1  NonCoding
ENSMUST00000175854.1  NonCoding
ENSMUST00000181454.1  NonCoding
ENSMUST00000124863.1  NonCoding
ENSMUST00000141011.1  NonCoding
ENSMUST00000183289.1  NonCoding
ENSMUST00000136683.1  NonCoding
ENSMUST00000145208.1  NonCoding
ENSMUST00000123549.1  NonCoding
ENSMUST00000144570.1  NonCoding
ENSMUST00000148383.1  NonCoding
ENSMUST00000143250.1  NonCoding
ENSMUST00000155241.1  Coding
ENSMUST00000129551.1  NonCoding
ENSMUST00000130189.1  NonCoding
ENSMUST00000180481.1  NonCoding
ENSMUST00000183782.1  NonCoding
ENSMUST00000154632.1  NonCoding
ENSMUST00000181911.1  NonCoding
ENSMUST00000135564.1  NonCoding
ENSMUST00000125685.1  Coding
ENSMUST00000184855.1  NonCoding
ENSMUST00000180546.1  NonCoding
ENSMUST00000182495.1  NonCoding
ENSMUST00000182317.1  NonCoding
ENSMUST00000182125.1  NonCoding
ENSMUST00000181717.1  NonCoding
ENSMUST00000180385.1  NonCoding
ENSMUST00000180879.1  NonCoding
ENSMUST00000181164.1  NonCoding
ENSMUST00000148687.1  NonCoding
ENSMUST00000125131.1  NonCoding
ENSMUST00000180387.1  NonCoding
ENSMUST00000129059.1  NonCoding
ENSMUST00000182265.1  NonCoding
ENSMUST00000136294.1  NonCoding
ENSMUST00000126902.1  NonCoding
ENSMUST00000148972.1  Coding
ENSMUST00000172644.1  NonCoding
ENSMUST00000176647.1  NonCoding
ENSMUST00000180590.1  NonCoding
ENSMUST00000154848.1  NonCoding
ENSMUST00000156875.1  NonCoding
ENSMUST00000138253.1  NonCoding
ENSMUST00000132811.1  NonCoding
ENSMUST00000153686.1  NonCoding
ENSMUST00000123117.1  Coding
ENSMUST00000180704.1  NonCoding
ENSMUST00000147487.1  NonCoding
ENSMUST00000126205.1  NonCoding
ENSMUST00000146366.1  NonCoding
ENSMUST00000129373.1  NonCoding
ENSMUST00000136359.1  NonCoding
ENSMUST00000160490.1  NonCoding
ENSMUST00000181315.1  NonCoding
ENSMUST00000131064.1  NonCoding
ENSMUST00000149000.1  NonCoding
ENSMUST00000181248.1  NonCoding
ENSMUST00000181424.1  NonCoding
ENSMUST00000180993.1  NonCoding
ENSMUST00000181267.1  NonCoding
ENSMUST00000181322.1  NonCoding
ENSMUST00000180551.1  NonCoding
ENSMUST00000152188.1  NonCoding
ENSMUST00000146654.1  NonCoding
ENSMUST00000135116.1  NonCoding
ENSMUST00000130943.1  NonCoding
ENSMUST00000162822.1  NonCoding
ENSMUST00000180690.1  NonCoding
ENSMUST00000161344.1  NonCoding
ENSMUST00000132019.1  NonCoding
ENSMUST00000127631.1  NonCoding
ENSMUST00000139265.1  NonCoding
ENSMUST00000184762.1  Coding
ENSMUST00000133139.1  NonCoding
ENSMUST00000168243.1  NonCoding
ENSMUST00000180630.1  NonCoding
ENSMUST00000127527.1  NonCoding
ENSMUST00000147538.1  NonCoding
ENSMUST00000125244.1  NonCoding
ENSMUST00000182952.1  NonCoding
ENSMUST00000179400.1  NonCoding
ENSMUST00000180612.1  NonCoding
ENSMUST00000157018.1  NonCoding
ENSMUST00000180679.1  NonCoding
ENSMUST00000161914.1  NonCoding
ENSMUST00000153724.1  NonCoding
ENSMUST00000162213.1  NonCoding
ENSMUST00000182423.1  NonCoding
ENSMUST00000181474.1  NonCoding
ENSMUST00000181133.1  NonCoding
ENSMUST00000173993.1  NonCoding
ENSMUST00000181944.1  NonCoding
ENSMUST00000140928.1  Coding
ENSMUST00000183009.1  NonCoding
ENSMUST00000181572.1  NonCoding
ENSMUST00000170938.1  NonCoding
ENSMUST00000139851.1  NonCoding
ENSMUST00000183616.1  NonCoding
ENSMUST00000184555.1  NonCoding
ENSMUST00000183877.1  NonCoding
ENSMUST00000176020.1  NonCoding
ENSMUST00000181617.1  NonCoding
ENSMUST00000143710.1  NonCoding
ENSMUST00000181106.1  NonCoding
ENSMUST00000166780.1  NonCoding
ENSMUST00000181712.1  NonCoding
ENSMUST00000146938.1  NonCoding
ENSMUST00000135527.1  NonCoding
ENSMUST00000180525.1  NonCoding
ENSMUST00000162738.1  NonCoding
ENSMUST00000133523.1  NonCoding
ENSMUST00000126238.1  NonCoding
ENSMUST00000168682.1  NonCoding
ENSMUST00000176950.1  NonCoding
ENSMUST00000168475.1  NonCoding
ENSMUST00000169420.1  NonCoding
ENSMUST00000152570.1  NonCoding
ENSMUST00000185132.1  NonCoding
ENSMUST00000183670.1  NonCoding
ENSMUST00000184835.1  NonCoding
ENSMUST00000184373.1  NonCoding
ENSMUST00000160950.1  NonCoding
ENSMUST00000180974.1  NonCoding
ENSMUST00000171278.1  NonCoding
ENSMUST00000184749.1  NonCoding
ENSMUST00000181447.1  NonCoding
ENSMUST00000183536.1  NonCoding
ENSMUST00000180663.1  NonCoding
ENSMUST00000184080.1  NonCoding
ENSMUST00000180563.2  NonCoding
ENSMUST00000182232.1  NonCoding
ENSMUST00000181448.1  NonCoding
ENSMUST00000184444.1  NonCoding
ENSMUST00000181611.1  NonCoding
ENSMUST00000131619.1  NonCoding
ENSMUST00000180936.1  NonCoding
ENSMUST00000125071.1  Coding
ENSMUST00000127307.1  Coding
ENSMUST00000162370.1  NonCoding
ENSMUST00000181706.1  NonCoding
ENSMUST00000181865.1  NonCoding
ENSMUST00000143564.1  NonCoding
ENSMUST00000150953.1  NonCoding
ENSMUST00000167578.1  NonCoding
ENSMUST00000180865.1  NonCoding
ENSMUST00000134690.1  NonCoding
ENSMUST00000163302.1  NonCoding
ENSMUST00000124664.1  NonCoding
ENSMUST00000131898.1  NonCoding
ENSMUST00000183244.1  NonCoding
ENSMUST00000139512.1  NonCoding
ENSMUST00000140589.1  NonCoding
ENSMUST00000152043.2  NonCoding
ENSMUST00000178920.1  NonCoding
ENSMUST00000141076.1  NonCoding
ENSMUST00000122987.1  NonCoding
ENSMUST00000142723.1  NonCoding
ENSMUST00000124241.1  NonCoding
ENSMUST00000143877.1  NonCoding
ENSMUST00000143651.1  NonCoding
ENSMUST00000139356.1  NonCoding
ENSMUST00000044774.8  NonCoding
ENSMUST00000149950.1  NonCoding
ENSMUST00000162062.1  NonCoding
ENSMUST00000180831.1  NonCoding
ENSMUST00000181710.1  NonCoding
ENSMUST00000161841.1  NonCoding
ENSMUST00000161924.1  NonCoding
ENSMUST00000181866.1  NonCoding
ENSMUST00000129950.1  NonCoding
ENSMUST00000162771.1  NonCoding
ENSMUST00000181587.1  NonCoding
ENSMUST00000159445.1  NonCoding
ENSMUST00000162458.1  Coding
ENSMUST00000182361.1  NonCoding
ENSMUST00000181213.1  NonCoding
ENSMUST00000180815.1  NonCoding
ENSMUST00000155180.1  NonCoding
ENSMUST00000176050.1  NonCoding
ENSMUST00000176455.1  NonCoding
ENSMUST00000033651.3  NonCoding
ENSMUST00000146294.1  NonCoding
ENSMUST00000155184.1  NonCoding
ENSMUST00000159621.1  NonCoding
ENSMUST00000181578.1  NonCoding
ENSMUST00000180407.1  NonCoding
ENSMUST00000180875.1  NonCoding
ENSMUST00000155332.1  NonCoding
ENSMUST00000142322.1  NonCoding
ENSMUST00000148655.1  NonCoding
ENSMUST00000135775.1  NonCoding
ENSMUST00000135132.1  NonCoding
ENSMUST00000124274.1  NonCoding
ENSMUST00000149481.1  NonCoding
ENSMUST00000126260.1  NonCoding
ENSMUST00000150329.1  NonCoding
ENSMUST00000129735.1  NonCoding
ENSMUST00000145182.1  NonCoding
ENSMUST00000143706.1  NonCoding
ENSMUST00000146531.1  Coding
ENSMUST00000156150.1  NonCoding
ENSMUST00000180581.1  NonCoding
ENSMUST00000174690.1  NonCoding
ENSMUST00000125126.1  NonCoding
ENSMUST00000125204.1  NonCoding
ENSMUST00000146554.1  NonCoding
ENSMUST00000129876.1  NonCoding
ENSMUST00000137364.1  NonCoding
ENSMUST00000129425.1  NonCoding
ENSMUST00000132857.1  NonCoding
ENSMUST00000145338.1  NonCoding
ENSMUST00000147896.1  NonCoding
ENSMUST00000123278.1  Coding
ENSMUST00000130945.1  NonCoding
ENSMUST00000155032.1  NonCoding
ENSMUST00000142108.1  NonCoding
ENSMUST00000153791.1  NonCoding
ENSMUST00000123764.1  NonCoding
ENSMUST00000126189.1  NonCoding
ENSMUST00000181262.1  NonCoding
ENSMUST00000124047.1  NonCoding
ENSMUST00000155883.1  NonCoding
ENSMUST00000134285.1  NonCoding
ENSMUST00000142486.1  NonCoding
ENSMUST00000143009.1  NonCoding
ENSMUST00000123388.1  NonCoding
ENSMUST00000123949.1  Coding
ENSMUST00000143391.1  NonCoding
ENSMUST00000130746.1  NonCoding
ENSMUST00000123544.1  NonCoding
ENSMUST00000175753.2  NonCoding
ENSMUST00000153180.1  NonCoding
ENSMUST00000122911.1  NonCoding
ENSMUST00000126999.1  NonCoding
ENSMUST00000150220.1  NonCoding
ENSMUST00000138819.1  NonCoding
ENSMUST00000145346.1  NonCoding
ENSMUST00000152781.2  NonCoding
ENSMUST00000148019.1  NonCoding
